Time,Velocity,GForce,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Apoapsis,Periapsis,OrbitalVelocity,
31242928,859118,0,0.23,5.16,59042036080.18,0,-2.18,0,0,3185,
31242930,859118,0,0.23,5.16,59042033045.36,0,-2.18,0,0,3185,
31242932,859118,0,0.23,5.16,59042030010.55,0,-2.18,0,0,3185,
31242934,859118,0,0.23,5.16,59042026975.73,0,-2.18,0,0,3185,
31242936,859118,0,0.23,5.16,59042023940.91,0,-2.18,0,0,3185,
31242938,859117,0,0.23,5.16,59042020906.09,0,-2.18,0,0,3185,
31242940,859117,0,0.23,5.16,59042017871.27,0,-2.18,0,0,3185,
31242942,859117,0,0.23,5.16,59042014836.45,0,-2.18,0,0,3185,
31242944,859117,0,0.23,5.16,59042011801.63,0,-2.18,0,0,3185,
31242946,859117,0,0.23,5.16,59042008766.81,0,-2.18,0,0,3185,
31242948,859117,0,0.23,5.16,59042005731.99,0,-2.18,0,0,3185,
31242950,859117,0,0.23,5.16,59042002697.16,0,-2.18,0,0,3185,
31242952,859117,0,0.23,5.16,59041999662.34,0,-2.18,0,0,3185,
31242954,859117,0,0.23,5.16,59041996627.52,0,-2.18,0,0,3185,
31242956,859117,0,0.23,5.16,59041993592.69,0,-2.18,0,0,3185,
31242958,859117,0,0.23,5.16,59041990557.86,0,-2.18,0,0,3185,
31242960,859117,0,0.23,5.16,59041987523.03,0,-2.18,0,0,3185,
31242962,859117,0,0.23,5.16,59041984488.21,0,-2.18,0,0,3185,
31242964,859117,0,0.23,5.16,59041981453.38,0,-2.18,0,0,3185,
31242966,859117,0,0.23,5.16,59041978418.55,0,-2.18,0,0,3185,
31242968,859117,0,0.23,5.16,59041975383.72,0,-2.18,0,0,3185,
31242982,859116,0,0.23,5.16,59041935701.06,0,-2.18,0,0,3185,
31243010,859115,0,0.23,5.16,59041880744.29,0,-2.18,0,0,3185,
31243054,859114,0,0.23,5.16,59041801496.7,0,-2.18,0,0,3185,
31243114,859113,0,0.23,5.16,59041697957.79,0,-2.18,0,0,3185,
31243190,859111,0,0.23,5.16,59041570126.91,0,-2.18,0,0,3185,
31243282,859109,0,0.23,5.16,59041418003.22,0,-2.18,0,0,3185,
31243390,859106,0,0.23,5.16,59041241882.03,0,-2.18,0,0,3185,
31243514,859103,0,0.23,5.16,59041041465.96,0,-2.18,0,0,3185,
31243654,859100,0,0.23,5.16,59040816753.74,0,-2.18,0,0,3185,
31243810,859096,0,0.23,5.16,59040567743.95,0,-2.18,0,0,3186,
31243982,859092,0,0.23,5.16,59040294435,0,-2.18,0,0,3186,
31244170,859088,0,0.23,5.16,59039996825.12,0,-2.18,0,0,3186,
31244374,859083,0,0.23,5.16,59039674912.47,0,-2.18,0,0,3186,
31244594,859078,0,0.23,5.16,59039328694.99,0,-2.18,0,0,3186,
31244832,859073,0,0.23,5.16,59038958170.44,0,-2.18,0,0,3186,
31245084,859067,0,0.23,5.16,59038563336.51,0,-2.18,0,0,3186,
31245352,859061,0,0.23,5.16,59038144190.66,0,-2.18,0,0,3186,
31245636,859054,0,0.23,5.16,59037700730.22,0,-2.18,0,0,3186,
31245936,859047,0,0.23,5.16,59037233100.55,0,-2.18,0,0,3186,
31246252,859040,0,0.23,5.16,59036741298.69,0,-2.18,0,0,3186,
31246584,859033,0,0.23,5.16,59036225173.35,0,-2.18,0,0,3186,
31246932,859025,0,0.23,5.16,59035684721.23,0,-2.18,0,0,3186,
31247296,859016,0,0.23,5.16,59035119938.92,0,-2.18,0,0,3186,
31247676,859008,0,0.23,5.16,59034530822.82,0,-2.18,0,0,3186,
31248072,858999,0,0.23,5.16,59033923446.01,0,-2.18,0,0,3186,
31248472,858990,0,0.23,5.16,59033316036.97,0,-2.18,0,0,3186,
31248872,858981,0,0.23,5.16,59032708595.8,0,-2.18,0,0,3186,
31249272,858972,0,0.23,5.16,59032101122.41,0,-2.18,0,0,3186,
31249672,858963,0,0.23,5.16,59031493616.87,0,-2.18,0,0,3186,
31250072,858955,0,0.23,5.16,59030886079.16,0,-2.18,0,0,3187,
31250472,858946,0,0.23,5.16,59030278509.26,0,-2.18,0,0,3187,
31250872,858937,0,0.23,5.16,59029670907.18,0,-2.18,0,0,3187,
31251272,858928,0,0.23,5.16,59029063272.92,0,-2.18,0,0,3187,
31251672,858919,0,0.23,5.16,59028455606.46,0,-2.18,0,0,3187,
31252072,858910,0,0.23,5.16,59027847907.83,0,-2.18,0,0,3187,
31252472,858901,0,0.23,5.16,59027240177.05,0,-2.18,0,0,3187,
31252872,858892,0,0.23,5.16,59026632414.05,0,-2.18,0,0,3187,
31253272,858883,0,0.23,5.16,59026024618.86,0,-2.18,0,0,3187,
31253672,858875,0,0.23,5.16,59025416791.52,0,-2.18,0,0,3187,
31254072,858866,0,0.23,5.16,59024808931.96,0,-2.18,0,0,3187,
31254472,858857,0,0.23,5.16,59024201040.26,0,-2.18,0,0,3187,
31254872,858848,0,0.23,5.16,59023593116.36,0,-2.18,0,0,3187,
31255272,858839,0,0.23,5.16,59022985160.24,0,-2.18,0,0,3187,
31255672,858830,0,0.23,5.16,59022377171.96,0,-2.18,0,0,3187,
31256072,858821,0,0.23,5.16,59021769151.51,0,-2.18,0,0,3187,
31256472,858812,0,0.23,5.16,59021161098.85,0,-2.18,0,0,3188,
31256872,858803,0,0.23,5.16,59020553014.03,0,-2.18,0,0,3188,
31257272,858794,0,0.23,5.16,59019944896.99,0,-2.18,0,0,3188,
31257672,858786,0,0.23,5.16,59019336747.78,0,-2.18,0,0,3188,
31258072,858777,0,0.23,5.16,59018728566.42,0,-2.18,0,0,3188,
31258472,858768,0,0.23,5.16,59018120352.82,0,-2.18,0,0,3188,
31258872,858759,0,0.23,5.16,59017512107.02,0,-2.18,0,0,3188,
31259272,858750,0,0.23,5.16,59016903829.09,0,-2.18,0,0,3188,
31259672,858741,0,0.23,5.16,59016295518.92,0,-2.18,0,0,3188,
31260072,858732,0,0.23,5.16,59015687176.54,0,-2.18,0,0,3188,
31260472,858723,0,0.23,5.16,59015078802.03,0,-2.18,0,0,3188,
31260872,858714,0,0.23,5.16,59014470395.33,0,-2.18,0,0,3188,
31261272,858706,0,0.23,5.16,59013861956.38,0,-2.18,0,0,3188,
31261672,858697,0,0.23,5.16,59013253485.27,0,-2.18,0,0,3188,
31262072,858688,0,0.23,5.16,59012644981.99,0,-2.18,0,0,3188,
31262472,858679,0,0.23,5.16,59012036446.49,0,-2.18,0,0,3189,
31262872,858670,0,0.23,5.16,59011427878.77,0,-2.18,0,0,3189,
31263272,858661,0,0.23,5.16,59010819278.89,0,-2.18,0,0,3189,
31263672,858652,0,0.23,5.16,59010210646.82,0,-2.18,0,0,3189,
31264072,858643,0,0.23,5.16,59009601982.54,0,-2.18,0,0,3189,
31264472,858634,0,0.23,5.16,59008993286.07,0,-2.18,0,0,3189,
31264872,858625,0,0.23,5.16,59008384557.41,0,-2.18,0,0,3189,
31265272,858616,0,0.23,5.16,59007775796.58,0,-2.18,0,0,3189,
31265672,858608,0,0.23,5.16,59007167003.52,0,-2.18,0,0,3189,
31266072,858599,0,0.23,5.16,59006558178.26,0,-2.18,0,0,3189,
31266472,858590,0,0.23,5.16,59005949320.8,0,-2.18,0,0,3189,
31266872,858581,0,0.23,5.16,59005340431.18,0,-2.18,0,0,3189,
31267272,858572,0,0.23,5.16,59004731509.32,0,-2.18,0,0,3189,
31267672,858563,0,0.23,5.16,59004122555.29,0,-2.18,0,0,3189,
31268072,858554,0,0.23,5.16,59003513569.04,0,-2.18,0,0,3189,
31268472,858545,0,0.23,5.16,59002904550.61,0,-2.18,0,0,3189,
31268872,858536,0,0.23,5.16,59002295499.94,0,-2.18,0,0,3190,
31269272,858527,0,0.23,5.16,59001686417.13,0,-2.18,0,0,3190,
31269672,858518,0,0.23,5.16,59001077302.05,0,-2.18,0,0,3190,
31270072,858510,0,0.23,5.16,59000468154.82,0,-2.18,0,0,3190,
31270472,858501,0,0.23,5.16,58999858975.39,0,-2.18,0,0,3190,
31270872,858492,0,0.23,5.16,58999249763.75,0,-2.18,0,0,3190,
31271272,858483,0,0.23,5.16,58998640519.87,0,-2.18,0,0,3190,
31271672,858474,0,0.23,5.16,58998031243.82,0,-2.18,0,0,3190,
31272072,858465,0,0.23,5.16,58997421935.57,0,-2.18,0,0,3190,
31272472,858456,0,0.23,5.16,58996812595.11,0,-2.18,0,0,3190,
31272872,858447,0,0.23,5.16,58996203222.45,0,-2.18,0,0,3190,
31273272,858438,0,0.23,5.16,58995593817.58,0,-2.18,0,0,3190,
31273672,858429,0,0.23,5.16,58994984380.5,0,-2.18,0,0,3190,
31274072,858420,0,0.23,5.16,58994374911.22,0,-2.18,0,0,3190,
31274472,858412,0,0.23,5.16,58993765409.74,0,-2.18,0,0,3190,
31274872,858403,0,0.23,5.16,58993155876.04,0,-2.18,0,0,3190,
31275272,858394,0,0.23,5.16,58992546310.12,0,-2.18,0,0,3191,
31275672,858385,0,0.23,5.16,58991936712.01,0,-2.18,0,0,3191,
31276072,858376,0,0.23,5.16,58991327081.69,0,-2.18,0,0,3191,
31276472,858367,0,0.23,5.16,58990717419.2,0,-2.18,0,0,3191,
31276872,858358,0,0.23,5.16,58990107724.46,0,-2.18,0,0,3191,
31277272,858349,0,0.23,5.16,58989497997.5,0,-2.18,0,0,3191,
31277672,858340,0,0.23,5.16,58988888238.34,0,-2.18,0,0,3191,
31278072,858331,0,0.23,5.16,58988278447,0,-2.18,0,0,3191,
31278472,858322,0,0.23,5.16,58987668623.42,0,-2.18,0,0,3191,
31278872,858313,0,0.23,5.16,58987058767.61,0,-2.18,0,0,3191,
31279272,858304,0,0.23,5.16,58986448879.64,0,-2.18,0,0,3191,
31279672,858296,0,0.23,5.16,58985838959.43,0,-2.18,0,0,3191,
31280072,858287,0,0.23,5.16,58985229006.98,0,-2.18,0,0,3191,
31280472,858278,0,0.23,5.16,58984619022.38,0,-2.18,0,0,3191,
31280872,858269,0,0.23,5.16,58984009005.51,0,-2.18,0,0,3191,
31281272,858260,0,0.23,5.16,58983398956.48,0,-2.18,0,0,3192,
31281672,858251,0,0.23,5.16,58982788875.18,0,-2.18,0,0,3192,
31282072,858242,0,0.23,5.16,58982178761.71,0,-2.18,0,0,3192,
31282472,858233,0,0.23,5.16,58981568615.98,0,-2.18,0,0,3192,
31282872,858224,0,0.23,5.16,58980958438.09,0,-2.18,0,0,3192,
31283272,858215,0,0.23,5.16,58980348227.93,0,-2.18,0,0,3192,
31283672,858206,0,0.23,5.16,58979737985.59,0,-2.18,0,0,3192,
31284072,858197,0,0.23,5.16,58979127711,0,-2.18,0,0,3192,
31284472,858188,0,0.23,5.16,58978517404.24,0,-2.18,0,0,3192,
31284872,858180,0,0.23,5.16,58977907065.2,0,-2.18,0,0,3192,
31285272,858171,0,0.23,5.16,58977296694,0,-2.18,0,0,3192,
31285672,858162,0,0.23,5.16,58976686290.58,0,-2.18,0,0,3192,
31286072,858153,0,0.23,5.16,58976075854.89,0,-2.18,0,0,3192,
31286472,858144,0,0.23,5.16,58975465387.03,0,-2.18,0,0,3192,
31286872,858135,0,0.23,5.16,58974854886.9,0,-2.18,0,0,3192,
31287272,858126,0,0.23,5.16,58974244354.6,0,-2.18,0,0,3192,
31287672,858117,0,0.23,5.16,58973633790.07,0,-2.18,0,0,3193,
31288072,858108,0,0.23,5.16,58973023193.28,0,-2.18,0,0,3193,
31288472,858099,0,0.23,5.16,58972412564.32,0,-2.18,0,0,3193,
31288872,858090,0,0.23,5.16,58971801903.12,0,-2.18,0,0,3193,
31289272,858081,0,0.23,5.16,58971191209.66,0,-2.18,0,0,3193,
31289672,858072,0,0.23,5.16,58970580484.03,0,-2.18,0,0,3193,
31290072,858063,0,0.23,5.16,58969969726.17,0,-2.18,0,0,3193,
31290472,858054,0,0.23,5.16,58969358936.04,0,-2.18,0,0,3193,
31290872,858046,0,0.23,5.16,58968748113.73,0,-2.18,0,0,3193,
31291272,858037,0,0.23,5.16,58968137259.2,0,-2.18,0,0,3193,
31291672,858028,0,0.23,5.16,58967526372.4,0,-2.18,0,0,3193,
31292072,858019,0,0.23,5.16,58966915453.42,0,-2.18,0,0,3193,
31292472,858010,0,0.23,5.16,58966304502.16,0,-2.18,0,0,3193,
31292872,858001,0,0.23,5.16,58965693518.72,0,-2.18,0,0,3193,
31293272,857992,0,0.23,5.16,58965082503.06,0,-2.18,0,0,3193,
31293672,857983,0,0.23,5.16,58964471455.12,0,-2.18,0,0,3193,
31294072,857974,0,0.23,5.16,58963860375,0,-2.18,0,0,3194,
31294472,857965,0,0.23,5.16,58963249262.66,0,-2.18,0,0,3194,
31294872,857956,0,0.23,5.16,58962638118.04,0,-2.18,0,0,3194,
31295272,857947,0,0.23,5.16,58962026941.23,0,-2.18,0,0,3194,
31295672,857938,0,0.23,5.16,58961415732.16,0,-2.18,0,0,3194,
31296072,857929,0,0.23,5.16,58960804490.89,0,-2.18,0,0,3194,
31296472,857920,0,0.23,5.16,58960193217.41,0,-2.18,0,0,3194,
31296872,857912,0,0.23,5.16,58959581911.64,0,-2.18,0,0,3194,
31297272,857903,0,0.23,5.16,58958970573.68,0,-2.18,0,0,3194,
31297672,857894,0,0.23,5.16,58958359203.45,0,-2.18,0,0,3194,
