Time,Velocity,GForce,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Apoapsis,Periapsis,OrbitalVelocity,
31268746,858539,0,0.23,5.16,59002485372.95,0,-2.18,0,0,3190,
31269146,858530,0,0.23,5.16,59001876300.15,0,-2.18,0,0,3190,
31269546,858521,0,0.23,5.16,59001267195.14,0,-2.18,0,0,3190,
31269946,858512,0,0.23,5.16,59000658057.93,0,-2.18,0,0,3190,
31270346,858503,0,0.23,5.16,59000048888.52,0,-2.18,0,0,3190,
31270746,858495,0,0.23,5.16,58999439686.91,0,-2.18,0,0,3190,
31271146,858486,0,0.23,5.16,58998830453.09,0,-2.18,0,0,3190,
31271546,858477,0,0.23,5.16,58998221187.06,0,-2.18,0,0,3190,
31271946,858468,0,0.23,5.16,58997611888.87,0,-2.18,0,0,3190,
31272346,858459,0,0.23,5.16,58997002558.44,0,-2.18,0,0,3190,
31272746,858450,0,0.23,5.16,58996393195.8,0,-2.18,0,0,3190,
31273146,858441,0,0.23,5.16,58995783800.99,0,-2.18,0,0,3190,
31273546,858432,0,0.23,5.16,58995174373.94,0,-2.18,0,0,3190,
31273946,858423,0,0.23,5.16,58994564914.72,0,-2.18,0,0,3190,
31274346,858414,0,0.23,5.16,58993955423.25,0,-2.18,0,0,3190,
31274746,858405,0,0.23,5.16,58993345899.62,0,-2.18,0,0,3190,
31275146,858396,0,0.23,5.16,58992736343.73,0,-2.18,0,0,3191,
31275546,858388,0,0.23,5.16,58992126755.69,0,-2.18,0,0,3191,
31275946,858379,0,0.23,5.16,58991517135.39,0,-2.18,0,0,3191,
31276346,858370,0,0.23,5.16,58990907482.92,0,-2.18,0,0,3191,
31276746,858361,0,0.23,5.16,58990297798.2,0,-2.18,0,0,3191,
31277146,858352,0,0.23,5.16,58989688081.31,0,-2.18,0,0,3191,
31277546,858343,0,0.23,5.16,58989078332.22,0,-2.18,0,0,3191,
31277946,858334,0,0.23,5.16,58988468550.91,0,-2.18,0,0,3191,
31278346,858325,0,0.23,5.16,58987858737.34,0,-2.18,0,0,3191,
31278746,858316,0,0.23,5.16,58987248891.6,0,-2.18,0,0,3191,
31279146,858307,0,0.23,5.16,58986639013.66,0,-2.18,0,0,3191,
31279546,858298,0,0.23,5.16,58986029103.51,0,-2.18,0,0,3191,
31279946,858289,0,0.23,5.16,58985419161.09,0,-2.18,0,0,3191,
31280346,858281,0,0.23,5.16,58984809186.51,0,-2.18,0,0,3191,
31280746,858272,0,0.23,5.16,58984199179.71,0,-2.18,0,0,3191,
31281146,858263,0,0.23,5.16,58983589140.69,0,-2.18,0,0,3191,
31281546,858254,0,0.23,5.16,58982979069.47,0,-2.18,0,0,3192,
31281946,858245,0,0.23,5.16,58982368966.02,0,-2.18,0,0,3192,
31282346,858236,0,0.23,5.16,58981758830.37,0,-2.18,0,0,3192,
31282746,858227,0,0.23,5.16,58981148662.5,0,-2.18,0,0,3192,
31283146,858218,0,0.23,5.16,58980538462.4,0,-2.18,0,0,3192,
31283546,858209,0,0.23,5.16,58979928230.1,0,-2.18,0,0,3192,
31283946,858200,0,0.23,5.16,58979317965.52,0,-2.18,0,0,3192,
31284346,858191,0,0.23,5.16,58978707668.78,0,-2.18,0,0,3192,
31284746,858182,0,0.23,5.16,58978097339.82,0,-2.18,0,0,3192,
31285146,858173,0,0.23,5.16,58977486978.65,0,-2.18,0,0,3192,
31285546,858164,0,0.23,5.16,58976876585.25,0,-2.18,0,0,3192,
31285946,858156,0,0.23,5.16,58976266159.68,0,-2.18,0,0,3192,
31286346,858147,0,0.23,5.16,58975655701.84,0,-2.18,0,0,3192,
31286746,858138,0,0.23,5.16,58975045211.78,0,-2.18,0,0,3192,
31287146,858129,0,0.23,5.16,58974434689.5,0,-2.18,0,0,3192,
31287546,858120,0,0.23,5.16,58973824135,0,-2.18,0,0,3193,
31287946,858111,0,0.23,5.16,58973213548.29,0,-2.18,0,0,3193,
31288346,858102,0,0.23,5.16,58972602929.35,0,-2.18,0,0,3193,
31288746,858093,0,0.23,5.16,58971992278.18,0,-2.18,0,0,3193,
31289146,858084,0,0.23,5.16,58971381594.79,0,-2.18,0,0,3193,
31289546,858075,0,0.23,5.16,58970770879.18,0,-2.18,0,0,3193,
31289946,858066,0,0.23,5.16,58970160131.35,0,-2.18,0,0,3193,
31290346,858057,0,0.23,5.16,58969549351.3,0,-2.18,0,0,3193,
31290746,858048,0,0.23,5.16,58968938539.01,0,-2.18,0,0,3193,
31291146,858039,0,0.23,5.16,58968327694.51,0,-2.18,0,0,3193,
31291546,858030,0,0.23,5.16,58967716817.77,0,-2.18,0,0,3193,
31291946,858022,0,0.23,5.16,58967105908.87,0,-2.18,0,0,3193,
31292346,858013,0,0.23,5.16,58966494967.68,0,-2.18,0,0,3193,
31292746,858004,0,0.23,5.16,58965883994.27,0,-2.18,0,0,3193,
31293146,857995,0,0.23,5.16,58965272988.63,0,-2.18,0,0,3193,
31293546,857986,0,0.23,5.16,58964661950.78,0,-2.18,0,0,3193,
31293946,857977,0,0.23,5.16,58964050880.69,0,-2.18,0,0,3194,
31294346,857968,0,0.23,5.16,58963439778.37,0,-2.18,0,0,3194,
31294746,857959,0,0.23,5.16,58962828643.83,0,-2.18,0,0,3194,
31295146,857950,0,0.23,5.16,58962217477.05,0,-2.18,0,0,3194,
31295546,857941,0,0.23,5.16,58961606278.04,0,-2.18,0,0,3194,
31295946,857932,0,0.23,5.16,58960995046.81,0,-2.18,0,0,3194,
31296346,857923,0,0.23,5.16,58960383783.35,0,-2.18,0,0,3194,
31296746,857914,0,0.23,5.16,58959772487.65,0,-2.18,0,0,3194,
31297146,857905,0,0.23,5.16,58959161159.73,0,-2.18,0,0,3194,
31297546,857896,0,0.23,5.16,58958549799.57,0,-2.18,0,0,3194,
31297946,857887,0,0.23,5.16,58957938407.18,0,-2.18,0,0,3194,
31298346,857878,0,0.23,5.16,58957326982.56,0,-2.18,0,0,3194,
31298746,857870,0,0.23,5.16,58956715525.7,0,-2.18,0,0,3194,
31299146,857861,0,0.23,5.16,58956104036.61,0,-2.18,0,0,3194,
31299546,857852,0,0.23,5.16,58955492515.25,0,-2.18,0,0,3194,
31299946,857843,0,0.23,5.16,58954880961.7,0,-2.18,0,0,3194,
31300346,857834,0,0.23,5.16,58954269375.91,0,-2.18,0,0,3195,
31300746,857825,0,0.23,5.16,58953657757.89,0,-2.18,0,0,3195,
31301146,857816,0,0.23,5.16,58953046107.64,0,-2.18,0,0,3195,
31301546,857807,0,0.23,5.16,58952434425.14,0,-2.18,0,0,3195,
31301946,857798,0,0.23,5.16,58951822710.37,0,-2.18,0,0,3195,
31302346,857789,0,0.23,5.16,58951210963.4,0,-2.18,0,0,3195,
31302746,857780,0,0.23,5.16,58950599184.2,0,-2.18,0,0,3195,
31303146,857771,0,0.23,5.16,58949987372.76,0,-2.18,0,0,3195,
31303546,857762,0,0.23,5.16,58949375529.04,0,-2.18,0,0,3195,
31303946,857753,0,0.23,5.16,58948763653.13,0,-2.18,0,0,3195,
31304346,857744,0,0.23,5.16,58948151744.98,0,-2.18,0,0,3195,
31304746,857735,0,0.23,5.16,58947539804.55,0,-2.18,0,0,3195,
31305146,857726,0,0.23,5.16,58946927831.92,0,-2.18,0,0,3195,
31305546,857717,0,0.23,5.16,58946315827.01,0,-2.18,0,0,3195,
31305946,857708,0,0.23,5.16,58945703789.9,0,-2.18,0,0,3195,
31306346,857700,0,0.23,5.16,58945091720.49,0,-2.18,0,0,3196,
31306746,857691,0,0.23,5.16,58944479618.91,0,-2.18,0,0,3196,
31307146,857682,0,0.23,5.16,58943867485.04,0,-2.18,0,0,3196,
31307546,857673,0,0.23,5.16,58943255318.96,0,-2.18,0,0,3196,
31307946,857664,0,0.23,5.16,58942643120.59,0,-2.19,0,0,3196,
31308346,857655,0,0.23,5.16,58942030890,0,-2.19,0,0,3196,
31308746,857646,0,0.23,5.16,58941418627.15,0,-2.19,0,0,3196,
31309146,857637,0,0.23,5.16,58940806332.11,0,-2.19,0,0,3196,
31309546,857628,0,0.23,5.16,58940194004.78,0,-2.19,0,0,3196,
31309946,857619,0,0.23,5.16,58939581645.2,0,-2.19,0,0,3196,
31310346,857610,0,0.23,5.16,58938969253.38,0,-2.19,0,0,3196,
31310746,857601,0,0.23,5.16,58938356829.32,0,-2.19,0,0,3196,
31311146,857592,0,0.23,5.16,58937744373.05,0,-2.19,0,0,3196,
31311546,857583,0,0.23,5.16,58937131884.49,0,-2.19,0,0,3196,
31311946,857574,0,0.23,5.16,58936519363.69,0,-2.19,0,0,3196,
31312346,857565,0,0.23,5.16,58935906810.64,0,-2.19,0,0,3196,
31312746,857556,0,0.23,5.16,58935294225.3,0,-2.19,0,0,3197,
31313146,857547,0,0.23,5.16,58934681607.76,0,-2.19,0,0,3197,
31313546,857538,0,0.23,5.16,58934068957.97,0,-2.19,0,0,3197,
31313946,857529,0,0.23,5.16,58933456275.93,0,-2.19,0,0,3197,
31314346,857520,0,0.23,5.16,58932843561.64,0,-2.19,0,0,3197,
31314746,857511,0,0.23,5.16,58932230815.06,0,-2.19,0,0,3197,
31315146,857502,0,0.23,5.16,58931618036.27,0,-2.19,0,0,3197,
31315546,857493,0,0.23,5.16,58931005225.23,0,-2.19,0,0,3197,
31315946,857484,0,0.23,5.16,58930392381.91,0,-2.19,0,0,3197,
31316346,857476,0,0.23,5.16,58929779506.37,0,-2.19,0,0,3197,
31316746,857467,0,0.23,5.16,58929166598.54,0,-2.19,0,0,3197,
31317146,857458,0,0.23,5.16,58928553658.49,0,-2.19,0,0,3197,
31317546,857449,0,0.23,5.16,58927940686.16,0,-2.19,0,0,3197,
31317946,857440,0,0.23,5.16,58927327681.57,0,-2.19,0,0,3197,
31318346,857431,0,0.23,5.16,58926714644.73,0,-2.19,0,0,3197,
31318746,857422,0,0.23,5.16,58926101575.68,0,-2.19,0,0,3198,
31319146,857413,0,0.23,5.16,58925488474.33,0,-2.19,0,0,3198,
31319546,857404,0,0.23,5.16,58924875340.72,0,-2.19,0,0,3198,
31319946,857395,0,0.23,5.16,58924262174.87,0,-2.19,0,0,3198,
31320346,857386,0,0.23,5.16,58923648976.75,0,-2.19,0,0,3198,
31320746,857377,0,0.23,5.16,58923035746.39,0,-2.19,0,0,3198,
31321146,857368,0,0.23,5.16,58922422483.76,0,-2.19,0,0,3198,
31321546,857359,0,0.23,5.16,58921809188.89,0,-2.19,0,0,3198,
31321946,857350,0,0.23,5.16,58921195861.71,0,-2.19,0,0,3198,
31322346,857341,0,0.23,5.16,58920582502.32,0,-2.19,0,0,3198,
31322746,857332,0,0.23,5.16,58919969110.66,0,-2.19,0,0,3198,
31323146,857323,0,0.23,5.16,58919355686.71,0,-2.19,0,0,3198,
31323546,857314,0,0.23,5.16,58918742230.55,0,-2.19,0,0,3198,
31323946,857305,0,0.23,5.16,58918128742.08,0,-2.19,0,0,3198,
31324346,857296,0,0.23,5.16,58917515221.39,0,-2.19,0,0,3198,
31324746,857287,0,0.23,5.16,58916901668.41,0,-2.19,0,0,3198,
31325146,857278,0,0.23,5.16,58916288083.17,0,-2.19,0,0,3199,
31325546,857269,0,0.23,5.16,58915674465.66,0,-2.19,0,0,3199,
31325946,857260,0,0.23,5.16,58915060815.89,0,-2.19,0,0,3199,
31326346,857251,0,0.23,5.16,58914447133.86,0,-2.19,0,0,3199,
31326746,857242,0,0.23,5.16,58913833419.58,0,-2.19,0,0,3199,
31327146,857233,0,0.23,5.16,58913219673.02,0,-2.19,0,0,3199,
31327546,857224,0,0.23,5.16,58912605894.21,0,-2.19,0,0,3199,
31327946,857215,0,0.23,5.16,58911992083.13,0,-2.19,0,0,3199,
31328346,857206,0,0.23,5.16,58911378239.79,0,-2.19,0,0,3199,
31328746,857197,0,0.23,5.16,58910764364.14,0,-2.19,0,0,3199,
31329146,857188,0,0.23,5.16,58910150456.27,0,-2.19,0,0,3199,
31329546,857179,0,0.23,5.16,58909536516.09,0,-2.19,0,0,3199,
31329946,857170,0,0.23,5.16,58908922543.7,0,-2.19,0,0,3199,
31330346,857161,0,0.23,5.16,58908308539,0,-2.19,0,0,3199,
31330746,857152,0,0.23,5.16,58907694502.02,0,-2.19,0,0,3199,
31331146,857144,0,0.23,5.16,58907080432.82,0,-2.19,0,0,3199,
31331546,857134,0,0.23,5.16,58906466331.32,0,-2.19,0,0,3200,
31331946,857126,0,0.23,5.16,58905852197.54,0,-2.19,0,0,3200,
31332346,857117,0,0.23,5.16,58905238031.51,0,-2.19,0,0,3200,
31332746,857108,0,0.23,5.16,58904623833.2,0,-2.19,0,0,3200,
31333146,857099,0,0.23,5.16,58904009602.59,0,-2.19,0,0,3200,
31333546,857090,0,0.23,5.16,58903395339.74,0,-2.19,0,0,3200,
31333946,857081,0,0.23,5.16,58902781044.63,0,-2.19,0,0,3200,
31334346,857072,0,0.23,5.16,58902166717.21,0,-2.19,0,0,3200,
31334746,857063,0,0.23,5.16,58901552357.55,0,-2.19,0,0,3200,
31335146,857054,0,0.23,5.16,58900937965.58,0,-2.19,0,0,3200,
31335546,857045,0,0.23,5.16,58900323541.35,0,-2.19,0,0,3200,
31335946,857036,0,0.23,5.16,58899709084.89,0,-2.19,0,0,3200,
31336346,857027,0,0.23,5.16,58899094596.11,0,-2.19,0,0,3200,
31336746,857018,0,0.23,5.16,58898480075.05,0,-2.19,0,0,3200,
